season_id,constructor_id,constructor_name,team_strength,avg_pred_perf,starts
2018,RED,Red Bull Racing,0.5189362511695407,0.9195435608006218,22
2018,SAU,Kick Sauber,0.4570997981796251,0.9382346977502127,22
2018,MER,Mercedes-AMG Petronas,0.40920033024901187,0.831263898922095,22
2018,HAA,Haas F1 Team,0.38675481330621025,0.8837786386351417,22
2018,AST,Aston Martin,0.369460413570336,0.9390022895917152,22
2018,ALP,Alpine,0.36923791785487464,0.7446331837225469,22
2018,FER,Ferrari,0.32576052362084784,0.711038356320123,22
2018,RBM,RB (Visa Cash App),0.3201990911169736,0.7690064958054231,22
2018,MCL,McLaren,0.2924835682366429,0.6528262937676274,22
2018,WIL,Williams,0.06391504746712158,0.32623092958029715,20
2019,RED,Red Bull Racing,0.7058525979716664,0.9588779317472594,22
2019,ALP,Alpine,0.5256657305969658,0.8650958426088453,22
2019,FER,Ferrari,0.48260583486115866,0.8568970035206874,22
2019,MER,Mercedes-AMG Petronas,0.48112908688990297,0.9142790193452578,22
2019,HAA,Haas F1 Team,0.4255580573926115,0.9804716288311329,22
2019,SAU,Kick Sauber,0.41429658953380555,0.9631735723296976,22
2019,AST,Aston Martin,0.38330664558753774,0.9518323210669632,22
2019,RBM,RB (Visa Cash App),0.36965625017548115,0.6531753180693151,22
2019,MCL,McLaren,0.333481981685998,0.8371527336419815,22
2019,WIL,Williams,-0.04476934245200626,0.2702851890690394,22
2020,RED,Red Bull Racing,0.7290324146580903,0.9992491617053746,22
2020,ALP,Alpine,0.539429994123467,0.8597604357800813,21
2020,MER,Mercedes-AMG Petronas,0.44850665747227664,0.930902499776839,22
2020,FER,Ferrari,0.4052471123796669,0.6624107446353212,22
2020,SAU,Kick Sauber,0.3413523608010523,1.0012373143108333,22
2020,HAA,Haas F1 Team,0.31723655884851265,0.9700779673216673,22
2020,MCL,McLaren,0.3030470554066287,0.7189317235281826,22
2020,AST,Aston Martin,0.25602165819653394,0.9442979901123175,22
2020,RBM,RB (Visa Cash App),0.21757109742114528,0.4809244252978635,22
2020,WIL,Williams,-0.02215967721344651,0.2575333340279845,21
2021,RED,Red Bull Racing,0.8501716766092755,1.0212896505947606,22
2021,ALP,Alpine,0.4909910630426485,0.8323504589865762,22
2021,MER,Mercedes-AMG Petronas,0.3790383297501564,0.9121715211261764,22
2021,SAU,Kick Sauber,0.36776711558609276,1.0304445924535977,22
2021,MCL,McLaren,0.2938595069339157,0.7354964693313838,22
2021,FER,Ferrari,0.25851078570906333,0.4549496489142177,22
2021,AST,Aston Martin,0.21219484607957698,1.0292840776649819,22
2021,HAA,Haas F1 Team,0.1953534385899686,0.9204945519986849,22
2021,RBM,RB (Visa Cash App),0.1532259059207081,0.6779963688303492,22
2021,WIL,Williams,-0.08612909269605055,0.2313446390978689,22
2022,RED,Red Bull Racing,0.9625231940954379,1.0153082220506204,22
2022,ALP,Alpine,0.5038131902941875,0.9033169886437981,22
2022,SAU,Kick Sauber,0.3802184783795201,1.0368862236245744,22
2022,MER,Mercedes-AMG Petronas,0.28661191144829357,0.9430501990083332,21
2022,MCL,McLaren,0.23555949520218783,0.7809720866899854,22
2022,AST,Aston Martin,0.17331597177099975,1.0224210795161832,22
2022,HAA,Haas F1 Team,0.14497860663746434,0.9852840806653237,22
2022,FER,Ferrari,0.09982801333109222,0.42628095986530207,22
2022,RBM,RB (Visa Cash App),0.057681530046090834,0.752120312574106,22
2022,WIL,Williams,-0.04115068662351624,0.5359101226354293,20
2023,RED,Red Bull Racing,0.9623691120344388,0.9926999324870389,22
2023,ALP,Alpine,0.48537998853925707,0.9203793073447855,22
2023,SAU,Kick Sauber,0.2385324908323523,0.9844688704768152,22
2023,AST,Aston Martin,0.2295707581848328,1.0371622237372748,22
2023,MER,Mercedes-AMG Petronas,0.215361035687264,0.8728066625479622,21
2023,MCL,McLaren,0.21271127997767603,0.6982519088863839,22
2023,HAA,Haas F1 Team,0.126894738002444,0.9393600997704815,22
2023,FER,Ferrari,0.047138399337621976,0.4558064053460465,22
2023,RBM,RB (Visa Cash App),0.02146894894085023,0.8706971979620611,21
2023,WIL,Williams,-0.11065709711651985,0.5844094624456428,21
2024,RED,Red Bull Racing,0.9203670242071146,0.9868818253624084,22
2024,ALP,Alpine,0.4879313424635387,0.9241116319321272,22
2024,MCL,McLaren,0.29705132506312637,0.7840948179183675,22
2024,AST,Aston Martin,0.22480007010100195,0.9384339762556826,22
2024,MER,Mercedes-AMG Petronas,0.22270790937682222,0.8994518709459349,22
2024,SAU,Kick Sauber,0.13433562763361465,0.9592611145720223,22
2024,FER,Ferrari,0.10228042971339123,0.48866760584171404,21
2024,RBM,RB (Visa Cash App),0.04485187458257331,0.9145970829194777,22
2024,HAA,Haas F1 Team,0.0007714181332861,0.9380619992197676,22
2024,WIL,Williams,-0.13285080150020478,0.7246064730198899,22
2025,RED,Red Bull Racing,0.9571794954471661,0.9970275234116522,21
2025,ALP,Alpine,0.5045990583482819,0.9538255279336709,22
2025,MCL,McLaren,0.3244274225716685,0.8398726806371999,21
2025,MER,Mercedes-AMG Petronas,0.2723754197633615,0.948456304604845,22
2025,AST,Aston Martin,0.11643409831907568,0.9788781703372225,22
2025,RBM,RB (Visa Cash App),0.10361776466978534,0.9702009041883509,22
2025,FER,Ferrari,0.09184540315191947,0.36534528344797057,22
2025,SAU,Kick Sauber,0.04241713607642794,0.9781064440020805,22
2025,WIL,Williams,-0.06457747969033178,0.8070334623320548,22
2025,HAA,Haas F1 Team,-0.13690699588542754,0.9646864428552748,21
