season_id,driver_id,driver_name,outperforming_car,driver_share_mean,avg_pred_perf,starts
2018,ALB,Alexander Albon,0.2621473366197684,0.689705104028592,0.600473133728774,18
2018,SAI,Carlos Sainz,0.18366294691937554,0.6290899693965559,0.8924603778230248,21
2018,GAS,Pierre Gasly,0.14473568374369317,0.5930057996880235,0.8992839033775598,21
2018,STR,Lance Stroll,0.12117769552904152,0.6067894042839682,0.94601211627695,20
2018,PIA,Oscar Piastri,0.11977265890153632,0.5996024091704191,0.7463021652375639,21
2018,LAW,Liam Lawson,0.09511187892727857,0.557993665947475,0.98721675131144,21
2018,SAR,Logan Sargeant,0.08678886390015314,0.5583300681488207,0.9149334077611424,20
2018,ALO,Fernando Alonso,0.03341107155416,0.5461034182871258,0.8581163264078016,18
2018,HUL,Nico Hülkenberg,0.030121142613801992,0.5264344432701489,0.8608696733780826,20
2018,BOT,Valtteri Bottas,-0.0039976521917728216,0.4896830742518727,0.8625986361888581,19
2018,RUS,George Russell,-0.013205543549645777,0.4957199475649805,0.8931226976814495,19
2018,PER,Sergio Pérez,-0.023289508331412155,0.48830292315243334,0.9736953766449586,20
2018,NOR,Lando Norris,-0.030032432860299874,0.43631222212321974,0.54084307471801,20
2018,OCO,Esteban Ocon,-0.03353105475568402,0.45537704679956026,0.6296478334455985,21
2018,VER,Max Verstappen,-0.06794730683057557,0.4620452570857308,0.8838489256648849,21
2018,LEC,Charles Leclerc,-0.09453534256919052,0.36490878311248814,0.48670904709938334,20
2018,HAM,Lewis Hamilton,-0.11023186504027163,0.3990036379296281,0.7368386549334491,19
2018,MAG,Kevin Magnussen,-0.12449299293953964,0.3815663951292062,0.8443945541574204,20
2018,ZHO,Zhou Guanyu,-0.15010271805180758,0.36751992417012314,0.7262449126023421,20
2018,TSU,Yuki Tsunoda,-0.18979928214976613,0.4460457576646283,0.09107253458088367,20
2018,RIC,Robert Kubica,-0.20912664322612323,0.07633683648494252,0.27774625383637846,2
2018,MSC,Mick Schumacher,-0.26962177545176713,0.1072271212940017,0.4908592799941504,1
2018,DEV,Nyck de Vries,-0.3057314278889355,0.14742615950972085,0.566340116680196,2
2018,DRI,Daniel Ricciardo,-0.3311903414975055,0.08577019368932631,0.5354222801476904,1
2019,SAR,Logan Sargeant,0.3623282564902795,0.690210341819894,0.9996268085504637,19
2019,ALB,Alexander Albon,0.35210098848725446,0.7743021296668166,0.5588380114617856,19
2019,LAW,Liam Lawson,0.3051585940954349,0.6699527613044198,0.9808295533493097,19
2019,STR,Lance Stroll,0.29191051650554917,0.6625012567400856,0.9496224290182658,20
2019,GAS,Pierre Gasly,0.2517825987938974,0.6323035698541546,0.9835717585951607,20
2019,ALO,Fernando Alonso,0.23054875873522554,0.6390766014299133,0.8829977796514683,22
2019,SAI,Carlos Sainz,0.19201887237000145,0.5983695778774024,0.9836933344083963,21
2019,OCO,Esteban Ocon,0.19169443588495927,0.6059955704749908,0.8956263225306691,20
2019,HUL,Nico Hülkenberg,0.14262031538726377,0.5786149956270931,0.9285341224672965,20
2019,LEC,Charles Leclerc,0.08792037166627018,0.5503741098864269,0.8487886982099397,18
2019,BOT,Valtteri Bottas,0.07401256857599572,0.542729632026305,0.8642344636853699,22
2019,PIA,Oscar Piastri,0.0737284008196728,0.5405817030420926,0.8751921186928635,17
