driver_id,driver_eff_cum_mean,driver_name
STR,0.9828966542780655,Lance Stroll
HUL,0.8383355200013995,Nico Hülkenberg
ALO,0.8339229846458113,Fernando Alonso
ALB,0.7496641061772751,Alexander Albon
BOT,0.6511801811720463,Valtteri Bottas
SAI,0.6319645015167519,Carlos Sainz
LAW,0.6144913304318321,Liam Lawson
ZHO,0.6039301685789099,Zhou Guanyu
RUS,0.5707884670299618,George Russell
SAR,0.5612597608149097,Logan Sargeant
MAG,0.5567374162378497,Kevin Magnussen
HAM,0.5511106348222136,Lewis Hamilton
NOR,0.5302634710809828,Lando Norris
TSU,0.4458899233207758,Yuki Tsunoda
PIA,0.42763208559075333,Oscar Piastri
MSC,0.30590158299402775,Mick Schumacher
DRI,0.2789775633276537,Daniel Ricciardo
PER,0.2491527243918975,Sergio Pérez
RIC,0.2413720144754211,Robert Kubica
GAS,0.23682234583729295,Pierre Gasly
LEC,0.1746078313573989,Charles Leclerc
OCO,0.1679381401253264,Esteban Ocon
DEV,0.12550463393966318,Nyck de Vries
VER,0.09219569844866789,Max Verstappen
